operateur;filiere;annee;code_region;nom_region;code_categorie_consommation;code_grand_secteur;code_secteur_naf2;nb_sites;conso_totale_mwh;conso_moyenne_mwh;nombre_de_mailles_secretisees;part_thermosensible;conso_totale_a_usages_thermosensibles_mwh;conso_totale_a_usages_non_thermosensibles_mwh;thermosensibilite_totale_kwh_dju;conso_totale_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_non_thermosensibles_mwh;thermosensibilite_moyenne_kwh_dju;conso_moyenne_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;dju_a_tr;dju_a_tn;nombre_d_habitants;taux_de_logements_collectifs;taux_de_residences_principales;superficie_des_logements_30_m2;superficie_des_logements_30_a_40_m2;superficie_des_logements_40_a_60_m2;superficie_des_logements_60_a_80_m2;superficie_des_logements_80_a_100_m2;superficie_des_logements_100_m2;residences_principales_avant_1919;residences_principales_de_1919_a_1945;residences_principales_de_1946_a_1970;residences_principales_de_1971_a_1990;residences_principales_de_1991_a_2005;residences_principales_de_2006_a_2015;residences_principales_apres_2016;taux_de_chauffage_electrique
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;INCONNU;;63;16786.5201683054;266.452701084212;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;08;146;70766.5320932499;484.7022746113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;50;5;543.001229548729;108.600245909746;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;INDUSTRIE;10;1636;2527263.94361716;1544.78236162418;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;65;47;6020.88633802975;128.103964638931;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;53;Bretagne;ENT;TERTIAIRE;92;16;8818.61828188458;551.163642617786;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;AGRICULTURE;01;4403;424706.529434468;96.4584441141195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;ENT;TERTIAIRE;60;4;1085.11381030921;271.278452577303;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;INDUSTRIE;06;84;18135.9601935777;215.904288018782;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;INDUSTRIE;08;156;77219.3210550798;494.995647788973;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;49;521;156176.448321658;299.762856663451;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;44;Grand-Est;ENT;TERTIAIRE;58;19;5884.38382182727;309.704411675119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;INDUSTRIE;42;203;23175.0425390782;114.162771128464;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;32;Hauts-de-France;ENT;TERTIAIRE;98;6;289.987606761769;48.3312677936282;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;28;Normandie;ENT;INDUSTRIE;16;137;131226.43617876;957.857198385108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;28;Normandie;ENT;TERTIAIRE;51;2;135.74539553795;67.8726977689751;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;28;Normandie;ENT;TERTIAIRE;82;154;50853.759421713;330.21921702411;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;28;Normandie;ENT;TERTIAIRE;85;927;225101.891441461;242.828361857024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle Aquitaine;ENT;INDUSTRIE;21;37;135140.823576276;3652.45469125071;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;AGRICULTURE;03;35;14206.6830310363;405.905229458181;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;76;Occitanie;ENT;TERTIAIRE;50;4;205.785849056252;51.446462264063;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;58;41;8797.03323447033;214.561786206593;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;ENT;TERTIAIRE;70;784;179517.171673368;228.975984277255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;27;34;21902.8472713232;644.201390333035;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;42;289;54824.4511856403;189.703983341316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;33;196;35758.2481092389;182.440041373668;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;50;18;13784.3382950933;765.796571949628;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;61;320;158680.420438345;495.876313869828;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;74;44;5659.61994928823;128.627726120187;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;91;47;21132.9634037617;449.637519228972;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;93;494;99579.3067475316;201.577544023343;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;INDUSTRIE;27;136;94694.8753760101;696.285848353016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;36;734;531451.860082368;724.048855698049;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;38;344;242617.182420664;705.282507036814;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;70;3490;719699.720444885;206.217684941228;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;ENT;TERTIAIRE;87;1523;340497.58608137;223.570312594465;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;01;1949;208973.649522556;107.220959221424;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;51;10;2188.69756532564;218.869756532565;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;63;38;17155.8934095351;451.470879198292;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;19;3;737.895687527027;245.965229175676;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;73;22;1911.83443838081;86.9015653809458;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;62;54;18638.5674929712;345.158657277244;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;TERTIAIRE;86;340;287909.376588967;846.792284085198;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;PRO;TERTIAIRE;;148255;1305298.77728182;8.80441656120751;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;74;14;3951.34057897394;282.238612783853;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;84;4417;631114.273531199;142.883014156939;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;59;44;25523.9536451874;580.089855572442;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;62;82;67307.4009779662;820.821963145929;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;72;54;60980.8503201601;1129.27500592889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;PRO;INCONNU;;84804;735192.548194763;8.66931451576297;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;INDUSTRIE;14;28;5187.57812577988;185.270647349281;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;72;26;20706.380113414;796.399235131308;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;INDUSTRIE;12;1;40.8345199442962;40.8345199442962;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;47;4310;1513116.8769186;351.071201141206;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;75;Nouvelle Aquitaine;ENT;TERTIAIRE;50;6;848.473784737626;141.412297456271;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;11;432;215461.763372401;498.754081880557;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;PRO;INDUSTRIE;;24551;252309.023547227;10.2769346889018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;39;1;216.912398987751;216.912398987751;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;52;Pays de la Loire;ENT;TERTIAIRE;53;47;17122.2615114158;364.303436413103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;2998054;14710927.1418907;4.90682527462504;96;26.53;3902247.05393958;10808680.0879511;2871800.8793303;4039179.68401805;1.30159331817892;3.60523195644613;0.957888309993849;1.34726715530075;1358.81532804934;1406.49712627708;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;15;67;21087.0162684335;314.731586096022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;19;39;16080.3091975945;412.315620451142;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;41;802;66346.7462465922;82.7266162675713;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;68;8231;1004989.63951981;122.098121676566;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;78;18;3147.4541950588;174.858566392156;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;82;441;114706.441906348;260.105310445233;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;99;50;8248.7922780288;164.975845560576;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;PRO;AGRICULTURE;;34533;390022.785647382;11.2942051269042;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;50;2;111.320676206193;55.6603381030963;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;PRO;TERTIAIRE;;177774;1377094.33291791;7.74632023196818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;ENT;TERTIAIRE;80;7;721.672101102338;103.096014443191;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;62;27;16086.3839184208;595.791996978549;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;45;959;101048.971582852;105.369104883058;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;PRO;INCONNU;;7780;63882.5776230292;8.21112822918113;2469;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;51;1;42.2769472841542;42.2769472841542;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;TERTIAIRE;56;845;105030.73089312;124.296722950438;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;45;1145;98596.4464923956;86.1104336178128;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;69;131;7597.40688073225;57.9954723720019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;70;1619;299212.902220737;184.813404707064;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;AGRICULTURE;03;33;13248.101476847;401.457620510517;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;TERTIAIRE;56;2059;232266.791956761;112.805629896436;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;TERTIAIRE;60;8;3463.75944654137;432.969930817671;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;52;Pays de la Loire;ENT;TERTIAIRE;51;1;306.240316605149;306.240316605149;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;36;1078;432159.88890961;400.890434981085;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;45;903;90526.6648726706;100.25101314803;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;84;6758;949024.180043148;140.429739574304;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;11;Île-de-France;ENT;INDUSTRIE;16;54;5629.24313732396;104.245243283777;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;17;167;267446.214272585;1601.47433696159;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;53;Bretagne;ENT;INDUSTRIE;41;190;14271.8595633254;75.1150503332913;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;44;Grand-Est;ENT;TERTIAIRE;77;95;12854.7745017927;135.313415808344;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;INDUSTRIE;42;200;30619.3843194491;153.096921597246;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;ENT;TERTIAIRE;37;333;122176.615077855;366.896741975539;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;PRO;INDUSTRIE;;10141;152155.555081317;15.0039991205322;1811;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;INDUSTRIE;17;48;102838.897419104;2142.47702956466;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;28;Normandie;ENT;TERTIAIRE;63;15;6555.17952411583;437.011968274389;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;ENT;INDUSTRIE;31;78;12419.4487965984;159.223702520492;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;3356874;15962256.762303;4.75509559259685;0;28.54;4555274.1410163;11406982.6212867;3368553.33390428;5047885.2969013;1.3569988450613;3.39809674753555;1.00347922915912;1.50374583523281;1352.29390467645;1498.53209865928;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;19;12;7683.58462668081;640.298718890068;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;25;290;102082.867853724;352.009889150774;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;23;294;451925.726526355;1537.16233512366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;26;304;313136.756914257;1030.05512142848;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;27;136;97178.8512576899;714.550376894779;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;28;292;67875.8595301757;232.451573733478;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;11;Île-de-France;ENT;INDUSTRIE;32;159;62163.9799786135;390.96842753845;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;13;320;288359.135482159;901.122298381746;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;70;2469;484981.388131667;196.428265747941;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;73;60;6704.28351055634;111.738058509272;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;37;41;13168.9081431527;321.19288154031;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;87;509;107392.636212882;210.98749747128;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;78;4;539.523287149778;134.880821787444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;90;43;3963.74034503798;92.180008024139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand-Est;ENT;TERTIAIRE;95;9;9468.90214779488;1052.10023864388;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;66;98;12931.3802897043;131.952860099024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;88;599;80451.9420794277;134.310420833769;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;32;Hauts-de-France;ENT;TERTIAIRE;93;385;74440.6290268343;193.352283186583;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;28;Normandie;ENT;INCONNU;;53;48087.8431126803;907.317794578875;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;INDUSTRIE;27;92;143290.582670539;1557.50633337542;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;75;Nouvelle Aquitaine;ENT;TERTIAIRE;99;1;62.2752450441478;62.2752450441478;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;INDUSTRIE;23;439;246736.225097447;562.041515028353;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;TERTIAIRE;69;134;8506.4658065817;63.4810881088186;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;76;Occitanie;ENT;TERTIAIRE;71;317;77693.2396566499;245.089084090378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;ENT;INDUSTRIE;14;25;4230.602;169.224;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;24;Centre-Val de Loire;ENT;INDUSTRIE;25;545;222591.725;408.425;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;11;Île-de-France;ENT;INDUSTRIE;10;3000;655222.015;218.407;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;18;250;86377.0439893812;345.508175957525;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;87;1347;275700.919366536;204.67774266261;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;36;696;182086.212326428;261.61812115866;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;37;39;11579.1512501361;296.901314106053;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;53;Bretagne;ENT;TERTIAIRE;79;10;2724.33071530253;272.433071530254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;53;Bretagne;PRO;AGRICULTURE;;26093;580830.2769482;22.2600037154869;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;INDUSTRIE;06;22;7494.77770165705;340.671713711684;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;24;Centre-Val de Loire;ENT;TERTIAIRE;99;4;138.140444549691;34.5351111374229;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;AGRICULTURE;02;34;4389.60635212722;129.106069180212;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;44;Grand-Est;ENT;TERTIAIRE;59;39;13031.0178750985;334.128663464065;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;71;255;65675.5168563196;257.551046495371;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;TERTIAIRE;50;9;1827.70979028742;203.078865587491;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;ENT;TERTIAIRE;80;9;862.399225024864;95.8221361138738;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;TERTIAIRE;45;1166;110583.514173516;94.8400636136497;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle Aquitaine;ENT;TERTIAIRE;87;1074;257031.264220431;239.321475065579;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;52;Pays de la Loire;ENT;AGRICULTURE;03;22;9540.90579641683;433.677536200765;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;90;134;16180.3397661536;120.748804225027;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;93;Provence-Alpes-Côte d'Azur;ENT;TERTIAIRE;93;511;94538.0316567498;185.005932792074;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;29;259;165687.398194966;639.719684150447;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;INDUSTRIE;42;578;170841.674963264;295.573832116373;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;11;Île-de-France;ENT;TERTIAIRE;61;705;1078944.93769154;1530.41835133552;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;24;138;240688.08718568;1744.11657380927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;47;5439;1799033.94924001;330.765572575843;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;91;50;16996.695991276;339.93391982552;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;23;211;301094.192012307;1426.98669200145;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;35;383;87378.7941499714;228.143065665722;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;85;771;184643.073974907;239.485180252798;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
