operateur;filiere;annee;code_region;nom_region;code_categorie_consommation;code_grand_secteur;code_secteur_naf2;nb_sites;conso_totale_mwh;conso_moyenne_mwh;nombre_de_mailles_secretisees;part_thermosensible;conso_totale_a_usages_thermosensibles_mwh;conso_totale_a_usages_non_thermosensibles_mwh;thermosensibilite_totale_kwh_dju;conso_totale_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_thermosensibles_mwh;conso_moyenne_a_usages_non_thermosensibles_mwh;thermosensibilite_moyenne_kwh_dju;conso_moyenne_corrigee_de_l_alea_climatique_a_usages_thermosensibles_mwh;dju_a_tr;dju_a_tn;nombre_d_habitants;taux_de_logements_collectifs;taux_de_residences_principales;superficie_des_logements_30_m2;superficie_des_logements_30_a_40_m2;superficie_des_logements_40_a_60_m2;superficie_des_logements_60_a_80_m2;superficie_des_logements_80_a_100_m2;superficie_des_logements_100_m2;residences_principales_avant_1919;residences_principales_de_1919_a_1945;residences_principales_de_1946_a_1970;residences_principales_de_1971_a_1990;residences_principales_de_1991_a_2005;residences_principales_de_2006_a_2015;residences_principales_apres_2016;taux_de_chauffage_electrique
Régies municipales d'électricité de Cazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;47;4;1954.0;488.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;70;1;114.0;114.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;84;6;480.0;80.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;87;1;325.0;325.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;2848;14294.0;5.0189606741573;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;13;1;77.0;77.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;25;2;189.0;94.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;46;3;350.0;116.666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;47;4;2050.0;512.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;56;2;687.0;343.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;85;1;169.0;169.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales électriques de Capvern;Electricité;2018;76;Occitanie;ENT_PRO;INDUSTRIE;;7;1305.0;186.428571428571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales électriques de Capvern;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;1074;4391.0;4.08845437616387;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales électriques de Capvern;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;1100;4757.0;4.32454545454545;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2018;44;Grand Est;ENT_PRO;AGRICULTURE;;8;8539.0;1067.375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2018;44;Grand Est;ENT_PRO;INDUSTRIE;;273;1745017.0;6392.00366300366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2018;44;Grand Est;RES;RESIDENTIEL;;107343;1771327.0;16.5015604184716;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;INDUSTRIE;11;2;103118.0;51559.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;INDUSTRIE;22;8;12826.0;1603.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;INDUSTRIE;24;2;6622.0;3311.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;INDUSTRIE;25;9;151848.0;16872.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;INDUSTRIE;26;1;336.0;336.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;INDUSTRIE;27;8;13360.0;1670.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;49;19;83274.0;4382.84210526316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;52;6;2704.0;450.666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;53;4;4162.0;1040.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;55;41;21846.0;532.829268292683;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;66;3;1692.0;564.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;68;570;410375.0;719.956140350877;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;70;2;1151.0;575.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;73;1;348.0;348.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;82;2;1032.0;516.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;ENT;TERTIAIRE;84;146;103795.0;710.924657534247;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;PRO;INCONNU;;11802;732950.0;62.1038806981867;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2019;44;Grand Est;RES;RESIDENTIEL;;97994;1110087.0;11.3281119252199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;AGRICULTURE;01;7;7434.0;1062.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;11;3;111112.0;37037.3333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;16;1;287.0;287.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;17;7;212329.0;30332.7142857143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;22;7;12792.0;1827.42857142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;24;2;5291.0;2645.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;26;1;327.0;327.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;31;2;10068.0;5034.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;32;1;391.0;391.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;43;19;31470.0;1656.31578947368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;38;1;41439.0;41439.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;45;20;11004.0;550.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
